stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
26,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03513,-0.685642,0.162613,-0.16171,-1.20673,-0.349707,0.178805,-0.192344
