stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
26,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.102439,0.681575,-0.148984,-0.186761,1.51728,0.463591,-0.383227,0.183425
